Code INSEE région,Région,Nature,Date,Heure,Date - Heure,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Column 30
11,Île-de-France,Données définitives,2024-01-01,00:00,2023-12-31T23:00:00+00:00,7843.0,197.0,0.0,126,0.0,1.0,0.0,142.0,7379.0,0.0,0.0,0.0,0.0,2.51,9.14,0.0,,1.61,86.9,0.0,0.0,0.01,5.26,1.81,43.96,
32,Hauts-de-France,Données définitives,2024-01-01,00:00,2023-12-31T23:00:00+00:00,5497.0,398.0,3349.0,5445,0.0,2.0,0.0,126.0,-3820.0,0.0,0.0,0.0,0.0,7.24,16.54,60.92,61.34,99.05,89.53,0.0,0.0,0.04,50.0,2.29,62.07,
32,Hauts-de-France,Données définitives,2024-01-01,00:30,2023-12-31T23:30:00+00:00,5432.0,344.0,3149.0,5447,0.0,2.0,0.0,135.0,-3647.0,0.0,0.0,5447.0,0.0,6.33,14.29,57.97,57.67,100.28,89.56,0.0,0.0,0.04,50.0,2.49,66.5,
11,Île-de-France,Données définitives,2024-01-01,00:30,2023-12-31T23:30:00+00:00,8083.0,197.0,0.0,125,0.0,1.0,0.0,145.0,7616.0,0.0,0.0,125.0,0.0,2.44,9.14,0.0,,1.55,86.21,0.0,0.0,0.01,5.26,1.79,44.89,
32,Hauts-de-France,Données définitives,2024-01-01,01:00,2024-01-01T00:00:00+00:00,5295.0,394.0,3103.0,5445,0.0,2.0,0.0,141.0,-3790.0,0.0,0.0,5445.0,0.0,7.44,16.37,58.6,56.83,102.83,89.53,0.0,0.0,0.04,50.0,2.66,69.46,
11,Île-de-France,Données définitives,2024-01-01,01:00,2024-01-01T00:00:00+00:00,7814.0,197.0,0.0,126,0.0,1.0,0.0,144.0,7347.0,0.0,0.0,126.0,0.0,2.52,9.14,0.0,,1.61,86.9,0.0,0.0,0.01,5.26,1.84,44.58,
32,Hauts-de-France,Données définitives,2024-01-01,01:30,2024-01-01T00:30:00+00:00,5350.0,358.0,3119.0,5382,0.0,2.0,0.0,143.0,-3653.0,0.0,0.0,5382.0,0.0,6.69,14.87,58.3,57.12,100.6,88.49,0.0,0.0,0.04,50.0,2.67,70.44,
11,Île-de-France,Données définitives,2024-01-01,01:30,2024-01-01T00:30:00+00:00,7627.0,197.0,0.0,127,0.0,1.0,0.0,141.0,7161.0,0.0,0.0,127.0,0.0,2.58,9.14,0.0,,1.67,87.59,0.0,0.0,0.01,5.26,1.85,43.65,
11,Île-de-France,Données définitives,2024-01-01,02:00,2024-01-01T01:00:00+00:00,7457.0,199.0,0.0,123,0.0,1.0,0.0,143.0,6991.0,0.0,0.0,123.0,0.0,2.67,9.23,0.0,,1.65,84.83,0.0,0.0,0.01,5.26,1.92,44.27,
32,Hauts-de-France,Données définitives,2024-01-01,02:00,2024-01-01T01:00:00+00:00,5325.0,383.0,3109.0,5382,0.0,2.0,0.0,141.0,-3690.0,0.0,0.0,5382.0,0.0,7.19,15.91,58.38,56.94,101.07,88.49,0.0,0.0,0.04,50.0,2.65,69.46,
32,Hauts-de-France,Données définitives,2024-01-01,02:30,2024-01-01T01:30:00+00:00,5228.0,369.0,3151.0,5306,0.0,2.0,0.0,140.0,-3741.0,0.0,0.0,5306.0,0.0,7.06,15.33,60.27,57.71,101.49,87.24,0.0,0.0,0.04,50.0,2.68,68.97,
11,Île-de-France,Données définitives,2024-01-01,02:30,2024-01-01T01:30:00+00:00,7362.0,199.0,0.0,121,0.0,1.0,0.0,144.0,6897.0,0.0,0.0,121.0,0.0,2.7,9.23,0.0,,1.64,83.45,0.0,0.0,0.01,5.26,1.96,44.58,
11,Île-de-France,Données définitives,2024-01-01,03:00,2024-01-01T02:00:00+00:00,7209.0,199.0,0.0,116,0.0,1.0,0.0,143.0,6750.0,0.0,0.0,116.0,0.0,2.76,9.23,0.0,,1.61,80.0,0.0,0.0,0.01,5.26,1.98,44.27,
32,Hauts-de-France,Données définitives,2024-01-01,03:00,2024-01-01T02:00:00+00:00,5133.0,408.0,3131.0,4760,0.0,2.0,0.0,142.0,-3310.0,0.0,0.0,4760.0,0.0,7.95,16.95,61.0,57.34,92.73,78.26,0.0,0.0,0.04,50.0,2.77,69.95,
32,Hauts-de-France,Données définitives,2024-01-01,03:30,2024-01-01T02:30:00+00:00,4880.0,374.0,3148.0,3394,0.0,2.0,0.0,142.0,-2178.0,0.0,0.0,3394.0,0.0,7.66,15.54,64.51,57.66,69.55,55.8,0.0,0.0,0.04,50.0,2.91,69.95,
11,Île-de-France,Données définitives,2024-01-01,03:30,2024-01-01T02:30:00+00:00,7147.0,199.0,0.0,97,0.0,1.0,0.0,142.0,6710.0,0.0,0.0,97.0,0.0,2.78,9.23,0.0,,1.36,66.9,0.0,0.0,0.01,5.26,1.99,43.96,
32,Hauts-de-France,Données définitives,2024-01-01,04:00,2024-01-01T03:00:00+00:00,4849.0,368.0,3123.0,3262,0.0,2.0,0.0,142.0,-2046.0,0.0,0.0,3262.0,0.0,7.59,15.29,64.41,57.2,67.27,53.63,0.0,0.0,0.04,50.0,2.93,69.95,
11,Île-de-France,Données définitives,2024-01-01,04:00,2024-01-01T03:00:00+00:00,7064.0,199.0,0.0,91,0.0,1.0,0.0,141.0,6633.0,0.0,0.0,91.0,0.0,2.82,9.23,0.0,,1.29,62.76,0.0,0.0,0.01,5.26,2.0,43.65,
32,Hauts-de-France,Données définitives,2024-01-01,04:30,2024-01-01T03:30:00+00:00,4713.0,388.0,3134.0,3174,0.0,2.0,0.0,143.0,-2130.0,0.0,0.0,3174.0,0.0,8.23,16.12,66.5,57.4,67.35,52.19,0.0,0.0,0.04,50.0,3.03,70.44,
11,Île-de-France,Données définitives,2024-01-01,04:30,2024-01-01T03:30:00+00:00,7037.0,199.0,0.0,85,0.0,1.0,0.0,140.0,6612.0,0.0,0.0,85.0,0.0,2.83,9.23,0.0,,1.21,58.62,0.0,0.0,0.01,5.26,1.99,43.34,
32,Hauts-de-France,Données définitives,2024-01-01,05:00,2024-01-01T04:00:00+00:00,4696.0,381.0,3110.0,3161,0.0,2.0,0.0,144.0,-2098.0,0.0,0.0,3161.0,0.0,8.11,15.83,66.23,56.96,67.31,51.97,0.0,0.0,0.04,50.0,3.07,70.94,
11,Île-de-France,Données définitives,2024-01-01,05:00,2024-01-01T04:00:00+00:00,6972.0,199.0,0.0,85,0.0,1.0,0.0,132.0,6556.0,0.0,0.0,85.0,0.0,2.85,9.23,0.0,,1.22,58.62,0.0,0.0,0.01,5.26,1.89,40.87,
32,Hauts-de-France,Données définitives,2024-01-01,05:30,2024-01-01T04:30:00+00:00,4683.0,385.0,3099.0,3172,0.0,2.0,0.0,142.0,-2116.0,0.0,0.0,3172.0,0.0,8.22,16.0,66.18,56.76,67.73,52.15,0.0,0.0,0.04,50.0,3.03,69.95,
11,Île-de-France,Données définitives,2024-01-01,05:30,2024-01-01T04:30:00+00:00,7083.0,199.0,0.0,83,0.0,1.0,0.0,132.0,6668.0,0.0,0.0,83.0,0.0,2.81,9.23,0.0,,1.17,57.24,0.0,0.0,0.01,5.26,1.86,40.87,
11,Île-de-France,Données définitives,2024-01-01,06:00,2024-01-01T05:00:00+00:00,7097.0,199.0,0.0,81,0.0,1.0,0.0,133.0,6684.0,0.0,0.0,81.0,0.0,2.8,9.23,0.0,,1.14,55.86,0.0,0.0,0.01,5.26,1.87,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,06:00,2024-01-01T05:00:00+00:00,4677.0,357.0,3128.0,3130,0.0,2.0,0.0,142.0,-2081.0,0.0,0.0,3130.0,0.0,7.63,14.83,66.88,57.29,66.92,51.46,0.0,0.0,0.04,50.0,3.04,69.95,
32,Hauts-de-France,Données définitives,2024-01-01,06:30,2024-01-01T05:30:00+00:00,4744.0,390.0,3176.0,3055,0.0,2.0,0.0,137.0,-2017.0,0.0,0.0,3055.0,0.0,8.22,16.2,66.95,58.17,64.4,50.23,0.0,0.0,0.04,50.0,2.89,67.49,
11,Île-de-France,Données définitives,2024-01-01,06:30,2024-01-01T05:30:00+00:00,7201.0,199.0,0.0,82,0.0,1.0,0.0,133.0,6787.0,0.0,0.0,82.0,0.0,2.76,9.23,0.0,,1.14,56.55,0.0,0.0,0.01,5.26,1.85,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,07:00,2024-01-01T06:00:00+00:00,4800.0,358.0,3200.0,3025,0.0,2.0,0.0,136.0,-1920.0,0.0,0.0,3025.0,0.0,7.46,14.87,66.67,58.61,63.02,49.74,0.0,0.0,0.04,50.0,2.83,67.0,
11,Île-de-France,Données définitives,2024-01-01,07:00,2024-01-01T06:00:00+00:00,7216.0,199.0,0.0,81,0.0,1.0,0.0,134.0,6802.0,0.0,0.0,81.0,0.0,2.76,9.23,0.0,,1.12,55.86,0.0,0.0,0.01,5.26,1.86,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,07:30,2024-01-01T06:30:00+00:00,4778.0,371.0,3087.0,2985,0.0,2.0,0.0,137.0,-1802.0,0.0,0.0,2985.0,0.0,7.76,15.41,64.61,56.54,62.47,49.08,0.0,0.0,0.04,50.0,2.87,67.49,
11,Île-de-France,Données définitives,2024-01-01,07:30,2024-01-01T06:30:00+00:00,7334.0,199.0,0.0,77,0.0,1.0,0.0,132.0,6926.0,0.0,0.0,77.0,0.0,2.71,9.23,0.0,,1.05,53.1,0.0,0.0,0.01,5.26,1.8,40.87,
11,Île-de-France,Données définitives,2024-01-01,08:00,2024-01-01T07:00:00+00:00,7338.0,199.0,0.0,76,0.0,1.0,0.0,130.0,6933.0,0.0,0.0,76.0,0.0,2.71,9.23,0.0,,1.04,52.41,0.0,0.0,0.01,5.26,1.77,40.25,
32,Hauts-de-France,Données définitives,2024-01-01,08:00,2024-01-01T07:00:00+00:00,4772.0,319.0,3051.0,2928,0.0,2.0,0.0,136.0,-1665.0,0.0,0.0,2928.0,0.0,6.68,13.25,63.94,55.88,61.36,48.14,0.0,0.0,0.04,50.0,2.85,67.0,
11,Île-de-France,Données définitives,2024-01-01,08:30,2024-01-01T07:30:00+00:00,7250.0,200.0,0.0,99,0.0,1.0,0.0,131.0,6820.0,0.0,0.0,99.0,0.0,2.76,9.28,0.0,,1.37,68.28,0.0,0.0,0.01,5.26,1.81,40.56,
32,Hauts-de-France,Données définitives,2024-01-01,08:30,2024-01-01T07:30:00+00:00,4716.0,346.0,3007.0,4105,0.0,2.0,0.0,137.0,-2880.0,0.0,0.0,4105.0,0.0,7.34,14.37,63.76,55.07,87.04,67.49,0.0,0.0,0.04,50.0,2.91,67.49,
32,Hauts-de-France,Données définitives,2024-01-01,09:00,2024-01-01T08:00:00+00:00,4878.0,324.0,3016.0,4430,0.0,2.0,0.0,138.0,-3031.0,0.0,0.0,4430.0,0.0,6.64,13.46,61.83,55.24,90.82,72.84,0.0,0.0,0.04,50.0,2.83,67.98,
11,Île-de-France,Données définitives,2024-01-01,09:00,2024-01-01T08:00:00+00:00,7227.0,199.0,0.0,92,0.0,1.0,0.0,134.0,6801.0,0.0,0.0,92.0,0.0,2.75,9.23,0.0,,1.27,63.45,0.0,0.0,0.01,5.26,1.85,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,09:30,2024-01-01T08:30:00+00:00,4821.0,354.0,3074.0,4272,5.0,2.0,0.0,136.0,-3021.0,0.0,0.0,4272.0,0.0,7.34,14.71,63.76,56.3,88.61,70.24,0.1,0.9,0.04,50.0,2.82,67.0,
11,Île-de-France,Données définitives,2024-01-01,09:30,2024-01-01T08:30:00+00:00,7406.0,199.0,0.0,90,5.0,1.0,0.0,133.0,6980.0,0.0,0.0,90.0,0.0,2.69,9.23,0.0,,1.22,62.07,0.07,1.55,0.01,5.26,1.8,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,10:00,2024-01-01T09:00:00+00:00,4872.0,351.0,3075.0,4126,19.0,2.0,0.0,138.0,-2838.0,0.0,0.0,4126.0,0.0,7.2,14.58,63.12,56.32,84.69,67.84,0.39,3.43,0.04,50.0,2.83,67.98,
11,Île-de-France,Données définitives,2024-01-01,10:00,2024-01-01T09:00:00+00:00,7505.0,199.0,0.0,90,13.0,1.0,0.0,133.0,7069.0,0.0,0.0,90.0,0.0,2.65,9.23,0.0,,1.2,62.07,0.17,4.04,0.01,5.26,1.77,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,10:30,2024-01-01T09:30:00+00:00,4919.0,359.0,3028.0,4070,34.0,2.0,0.0,142.0,-2714.0,0.0,0.0,4070.0,0.0,7.3,14.91,61.56,55.46,82.74,66.92,0.69,6.14,0.04,50.0,2.89,69.95,
11,Île-de-France,Données définitives,2024-01-01,10:30,2024-01-01T09:30:00+00:00,7710.0,204.0,0.0,90,28.0,1.0,0.0,135.0,7252.0,0.0,0.0,90.0,0.0,2.65,9.47,0.0,,1.17,62.07,0.36,8.7,0.01,5.26,1.75,41.8,
32,Hauts-de-France,Données définitives,2024-01-01,11:00,2024-01-01T10:00:00+00:00,5121.0,356.0,3003.0,4009,43.0,2.0,0.0,139.0,-2431.0,0.0,0.0,4009.0,0.0,6.95,14.79,58.64,55.0,78.29,65.92,0.84,7.76,0.04,50.0,2.71,68.47,
11,Île-de-France,Données définitives,2024-01-01,11:00,2024-01-01T10:00:00+00:00,7846.0,210.0,0.0,83,43.0,1.0,0.0,136.0,7374.0,0.0,0.0,83.0,0.0,2.68,9.74,0.0,,1.06,57.24,0.55,13.35,0.01,5.26,1.73,42.11,
32,Hauts-de-France,Données définitives,2024-01-01,11:30,2024-01-01T10:30:00+00:00,5128.0,333.0,2969.0,3904,54.0,2.0,0.0,140.0,-2274.0,0.0,0.0,3904.0,0.0,6.49,13.83,57.9,54.38,76.13,64.19,1.05,9.75,0.04,50.0,2.73,68.97,
11,Île-de-France,Données définitives,2024-01-01,11:30,2024-01-01T10:30:00+00:00,8035.0,209.0,0.0,71,54.0,1.0,0.0,138.0,7562.0,0.0,0.0,71.0,0.0,2.6,9.7,0.0,,0.88,48.97,0.67,16.77,0.01,5.26,1.72,42.72,
11,Île-de-France,Données définitives,2024-01-01,12:00,2024-01-01T11:00:00+00:00,8118.0,209.0,0.0,58,82.0,1.0,0.0,139.0,7630.0,0.0,0.0,58.0,0.0,2.57,9.7,0.0,,0.71,40.0,1.01,25.47,0.01,5.26,1.71,43.03,
32,Hauts-de-France,Données définitives,2024-01-01,12:00,2024-01-01T11:00:00+00:00,5180.0,391.0,2965.0,3893,66.0,2.0,0.0,141.0,-2279.0,0.0,0.0,3893.0,0.0,7.55,16.24,57.24,54.3,75.15,64.01,1.27,11.91,0.04,50.0,2.72,69.46,
32,Hauts-de-France,Données définitives,2024-01-01,12:30,2024-01-01T11:30:00+00:00,5362.0,383.0,2976.0,3865,75.0,2.0,0.0,142.0,-2079.0,0.0,0.0,3865.0,0.0,7.14,15.91,55.5,54.51,72.08,63.55,1.4,13.54,0.04,50.0,2.65,69.95,
11,Île-de-France,Données définitives,2024-01-01,12:30,2024-01-01T11:30:00+00:00,8200.0,209.0,0.0,64,101.0,1.0,0.0,139.0,7687.0,0.0,0.0,64.0,0.0,2.55,9.7,0.0,,0.78,44.14,1.23,31.37,0.01,5.26,1.7,43.03,
32,Hauts-de-France,Données définitives,2024-01-01,13:00,2024-01-01T12:00:00+00:00,5350.0,393.0,2972.0,3606,75.0,2.0,0.0,142.0,-1842.0,0.0,0.0,3606.0,0.0,7.35,16.33,55.55,54.43,67.4,59.29,1.4,13.54,0.04,50.0,2.65,69.95,
11,Île-de-France,Données définitives,2024-01-01,13:00,2024-01-01T12:00:00+00:00,8263.0,209.0,0.0,66,91.0,1.0,0.0,134.0,7761.0,0.0,0.0,66.0,0.0,2.53,9.7,0.0,,0.8,45.52,1.1,28.26,0.01,5.26,1.62,41.49,
11,Île-de-France,Données définitives,2024-01-01,13:30,2024-01-01T12:30:00+00:00,8133.0,209.0,0.0,68,104.0,1.0,0.0,134.0,7617.0,0.0,0.0,68.0,0.0,2.57,9.7,0.0,,0.84,46.9,1.28,32.3,0.01,5.26,1.65,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,13:30,2024-01-01T12:30:00+00:00,5239.0,389.0,3019.0,3475,73.0,2.0,0.0,140.0,-1858.0,0.0,0.0,3475.0,0.0,7.43,16.16,57.63,55.29,66.33,57.14,1.39,13.18,0.04,50.0,2.67,68.97,
11,Île-de-France,Données définitives,2024-01-01,14:00,2024-01-01T13:00:00+00:00,7942.0,209.0,0.0,70,89.0,1.0,0.0,133.0,7441.0,0.0,0.0,70.0,0.0,2.63,9.7,0.0,,0.88,48.28,1.12,27.64,0.01,5.26,1.67,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,14:00,2024-01-01T13:00:00+00:00,5161.0,372.0,3026.0,3283,59.0,2.0,0.0,138.0,-1721.0,0.0,0.0,3283.0,0.0,7.21,15.45,58.63,55.42,63.61,53.98,1.14,10.65,0.04,50.0,2.67,67.98,
11,Île-de-France,Données définitives,2024-01-01,14:30,2024-01-01T13:30:00+00:00,7919.0,209.0,0.0,60,66.0,1.0,0.0,134.0,7449.0,0.0,0.0,60.0,0.0,2.64,9.7,0.0,,0.76,41.38,0.83,20.5,0.01,5.26,1.69,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,14:30,2024-01-01T13:30:00+00:00,5227.0,360.0,3040.0,2956,56.0,2.0,0.0,138.0,-1324.0,0.0,0.0,2956.0,0.0,6.89,14.96,58.16,55.68,56.55,48.6,1.07,10.11,0.04,50.0,2.64,67.98,
11,Île-de-France,Données définitives,2024-01-01,15:00,2024-01-01T14:00:00+00:00,7832.0,208.0,0.0,71,46.0,1.0,0.0,135.0,7371.0,0.0,0.0,71.0,0.0,2.66,9.65,0.0,,0.91,48.97,0.59,14.29,0.01,5.26,1.72,41.8,
32,Hauts-de-France,Données définitives,2024-01-01,15:00,2024-01-01T14:00:00+00:00,5196.0,349.0,3070.0,2613,46.0,2.0,0.0,138.0,-1023.0,0.0,0.0,2613.0,0.0,6.72,14.5,59.08,56.23,50.29,42.96,0.89,8.3,0.04,50.0,2.66,67.98,
32,Hauts-de-France,Données définitives,2024-01-01,15:30,2024-01-01T14:30:00+00:00,5130.0,369.0,3074.0,2237,29.0,2.0,0.0,140.0,-719.0,0.0,0.0,2237.0,0.0,7.19,15.33,59.92,56.3,43.61,36.78,0.57,5.23,0.04,50.0,2.73,68.97,
11,Île-de-France,Données définitives,2024-01-01,15:30,2024-01-01T14:30:00+00:00,7724.0,208.0,0.0,74,31.0,1.0,0.0,134.0,7275.0,0.0,0.0,74.0,0.0,2.69,9.65,0.0,,0.96,51.03,0.4,9.63,0.01,5.26,1.73,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,16:00,2024-01-01T15:00:00+00:00,5039.0,350.0,3080.0,2032,17.0,2.0,0.0,138.0,-580.0,0.0,0.0,2032.0,0.0,6.95,14.54,61.12,56.41,40.33,33.41,0.34,3.07,0.04,50.0,2.74,67.98,
11,Île-de-France,Données définitives,2024-01-01,16:00,2024-01-01T15:00:00+00:00,7693.0,207.0,0.0,65,19.0,1.0,0.0,133.0,7267.0,0.0,0.0,65.0,0.0,2.69,9.61,0.0,,0.84,44.83,0.25,5.9,0.01,5.26,1.73,41.18,
11,Île-de-France,Données définitives,2024-01-01,16:30,2024-01-01T15:30:00+00:00,7760.0,207.0,0.0,74,9.0,1.0,0.0,133.0,7339.0,0.0,0.0,74.0,0.0,2.67,9.61,0.0,,0.95,51.03,0.12,2.8,0.01,5.26,1.71,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,16:30,2024-01-01T15:30:00+00:00,5006.0,346.0,3099.0,1929,8.0,2.0,0.0,138.0,-516.0,0.0,0.0,1929.0,0.0,6.91,14.37,61.91,56.76,38.53,31.72,0.16,1.44,0.04,50.0,2.76,67.98,
11,Île-de-France,Données définitives,2024-01-01,17:00,2024-01-01T16:00:00+00:00,7855.0,207.0,0.0,85,2.0,1.0,0.0,133.0,7429.0,0.0,0.0,85.0,0.0,2.64,9.61,0.0,,1.08,58.62,0.03,0.62,0.01,5.26,1.69,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,17:00,2024-01-01T16:00:00+00:00,4843.0,372.0,3559.0,1985,1.0,2.0,0.0,136.0,-1212.0,0.0,0.0,1985.0,0.0,7.68,15.45,73.49,65.18,40.99,32.64,0.02,0.18,0.04,50.0,2.81,67.0,
11,Île-de-France,Données définitives,2024-01-01,17:30,2024-01-01T16:30:00+00:00,8129.0,208.0,0.0,102,0.0,1.0,0.0,132.0,7687.0,0.0,0.0,102.0,0.0,2.56,9.65,0.0,,1.25,70.34,0.0,0.0,0.01,5.26,1.62,40.87,
32,Hauts-de-France,Données définitives,2024-01-01,17:30,2024-01-01T16:30:00+00:00,5102.0,384.0,4210.0,2316,0.0,2.0,0.0,135.0,-1942.0,0.0,0.0,2316.0,0.0,7.53,15.95,82.52,77.11,45.39,38.08,0.0,0.0,0.04,50.0,2.65,66.5,
32,Hauts-de-France,Données définitives,2024-01-01,18:00,2024-01-01T17:00:00+00:00,5221.0,373.0,4350.0,2874,0.0,2.0,0.0,138.0,-2513.0,0.0,0.0,2874.0,0.0,7.14,15.5,83.32,79.67,55.05,47.25,0.0,0.0,0.04,50.0,2.64,67.98,
11,Île-de-France,Données définitives,2024-01-01,18:00,2024-01-01T17:00:00+00:00,8370.0,208.0,0.0,115,0.0,1.0,0.0,133.0,7914.0,0.0,0.0,115.0,0.0,2.49,9.65,0.0,,1.37,79.31,0.0,0.0,0.01,5.26,1.59,41.18,
32,Hauts-de-France,Données définitives,2024-01-01,18:30,2024-01-01T17:30:00+00:00,5381.0,401.0,4304.0,3332,0.0,2.0,0.0,139.0,-2797.0,0.0,0.0,3332.0,0.0,7.45,16.66,79.99,78.83,61.92,54.78,0.0,0.0,0.04,50.0,2.58,68.47,
11,Île-de-France,Données définitives,2024-01-01,18:30,2024-01-01T17:30:00+00:00,8491.0,207.0,0.0,114,0.0,1.0,0.0,131.0,8038.0,0.0,0.0,114.0,0.0,2.44,9.61,0.0,,1.34,78.62,0.0,0.0,0.01,5.26,1.54,40.56,
11,Île-de-France,Données définitives,2024-01-01,19:00,2024-01-01T18:00:00+00:00,8619.0,207.0,0.0,115,0.0,1.0,0.0,130.0,8165.0,0.0,0.0,115.0,0.0,2.4,9.61,0.0,,1.33,79.31,0.0,0.0,0.01,5.26,1.51,40.25,
32,Hauts-de-France,Données définitives,2024-01-01,19:00,2024-01-01T18:00:00+00:00,5459.0,341.0,4286.0,3728,0.0,2.0,0.0,139.0,-3036.0,0.0,0.0,3728.0,0.0,6.25,14.17,78.51,78.5,68.29,61.3,0.0,0.0,0.04,50.0,2.55,68.47,
32,Hauts-de-France,Données définitives,2024-01-01,19:30,2024-01-01T18:30:00+00:00,5523.0,379.0,4284.0,4141,0.0,2.0,0.0,139.0,-3424.0,0.0,0.0,4141.0,0.0,6.86,15.75,77.57,78.46,74.98,68.09,0.0,0.0,0.04,50.0,2.52,68.47,
11,Île-de-France,Données définitives,2024-01-01,19:30,2024-01-01T18:30:00+00:00,8767.0,207.0,0.0,113,0.0,1.0,0.0,132.0,8314.0,0.0,0.0,113.0,0.0,2.36,9.61,0.0,,1.29,77.93,0.0,0.0,0.01,5.26,1.51,40.87,
11,Île-de-France,Données définitives,2024-01-01,20:00,2024-01-01T19:00:00+00:00,8675.0,208.0,0.0,121,0.0,1.0,0.0,129.0,8217.0,0.0,0.0,121.0,0.0,2.4,9.65,0.0,,1.39,83.45,0.0,0.0,0.01,5.26,1.49,39.94,
32,Hauts-de-France,Données définitives,2024-01-01,20:00,2024-01-01T19:00:00+00:00,5505.0,348.0,4284.0,4511,0.0,2.0,0.0,138.0,-3772.0,0.0,0.0,4511.0,0.0,6.32,14.46,77.82,78.46,81.94,74.17,0.0,0.0,0.04,50.0,2.51,67.98,
11,Île-de-France,Données définitives,2024-01-01,20:30,2024-01-01T19:30:00+00:00,8516.0,208.0,0.0,124,0.0,1.0,0.0,130.0,8054.0,0.0,0.0,124.0,0.0,2.44,9.65,0.0,,1.46,85.52,0.0,0.0,0.01,5.26,1.53,40.25,
32,Hauts-de-France,Données définitives,2024-01-01,20:30,2024-01-01T19:30:00+00:00,5458.0,367.0,4348.0,4839,0.0,2.0,0.0,139.0,-4236.0,0.0,0.0,4839.0,0.0,6.72,15.25,79.66,79.63,88.66,79.56,0.0,0.0,0.04,50.0,2.55,68.47,
11,Île-de-France,Données définitives,2024-01-01,21:00,2024-01-01T20:00:00+00:00,8378.0,208.0,0.0,131,0.0,1.0,0.0,129.0,7910.0,0.0,0.0,131.0,0.0,2.48,9.65,0.0,,1.56,90.34,0.0,0.0,0.01,5.26,1.54,39.94,
32,Hauts-de-France,Données définitives,2024-01-01,21:00,2024-01-01T20:00:00+00:00,5388.0,401.0,4354.0,5035,0.0,2.0,0.0,141.0,-4545.0,0.0,0.0,5035.0,0.0,7.44,16.66,80.81,79.74,93.45,82.79,0.0,0.0,0.04,50.0,2.62,69.46,
32,Hauts-de-France,Données définitives,2024-01-01,21:30,2024-01-01T20:30:00+00:00,5345.0,370.0,4279.0,5161,0.0,2.0,0.0,141.0,-4611.0,0.0,0.0,5161.0,0.0,6.92,15.37,80.06,78.37,96.56,84.86,0.0,0.0,0.04,50.0,2.64,69.46,
11,Île-de-France,Données définitives,2024-01-01,21:30,2024-01-01T20:30:00+00:00,8243.0,208.0,0.0,134,0.0,1.0,0.0,134.0,7766.0,0.0,0.0,134.0,0.0,2.52,9.65,0.0,,1.63,92.41,0.0,0.0,0.01,5.26,1.63,41.49,
32,Hauts-de-France,Données définitives,2024-01-01,22:00,2024-01-01T21:00:00+00:00,5293.0,388.0,4229.0,5270,0.0,2.0,0.0,137.0,-4734.0,0.0,0.0,5270.0,0.0,7.33,16.12,79.9,77.45,99.57,86.65,0.0,0.0,0.04,50.0,2.59,67.49,
11,Île-de-France,Données définitives,2024-01-01,22:00,2024-01-01T21:00:00+00:00,8099.0,207.0,0.0,138,0.0,1.0,0.0,128.0,7625.0,0.0,0.0,138.0,0.0,2.56,9.61,0.0,,1.7,95.17,0.0,0.0,0.01,5.26,1.58,39.63,
11,Île-de-France,Données définitives,2024-01-01,22:30,2024-01-01T21:30:00+00:00,8047.0,215.0,0.0,133,0.0,1.0,0.0,124.0,7574.0,0.0,0.0,133.0,0.0,2.67,9.98,0.0,,1.65,91.72,0.0,0.0,0.01,5.26,1.54,38.39,
32,Hauts-de-France,Données définitives,2024-01-01,22:30,2024-01-01T21:30:00+00:00,5364.0,345.0,4255.0,5280,0.0,2.0,0.0,136.0,-4655.0,0.0,0.0,5280.0,0.0,6.43,14.33,79.33,77.93,98.43,86.81,0.0,0.0,0.04,50.0,2.54,67.0,
11,Île-de-France,Données définitives,2024-01-01,23:00,2024-01-01T22:00:00+00:00,8303.0,225.0,0.0,135,0.0,1.0,0.0,125.0,7817.0,0.0,0.0,135.0,0.0,2.71,10.44,0.0,,1.63,93.1,0.0,0.0,0.01,5.26,1.51,38.7,
32,Hauts-de-France,Données définitives,2024-01-01,23:00,2024-01-01T22:00:00+00:00,5200.0,352.0,4271.0,5323,0.0,2.0,0.0,135.0,-4884.0,0.0,0.0,5323.0,0.0,6.77,14.62,82.13,78.22,102.37,87.52,0.0,0.0,0.04,50.0,2.6,66.5,
