Code INSEE région,Région,Nature,Date,Heure,Date - Heure,Consommation (MW),Thermique (MW),Nucléaire (MW),Eolien (MW),Solaire (MW),Hydraulique (MW),Pompage (MW),Bioénergies (MW),Ech. physiques (MW),Stockage batterie,Déstockage batterie,Eolien terrestre,Eolien offshore,TCO Thermique (%),TCH Thermique (%),TCO Nucléaire (%),TCH Nucléaire (%),TCO Eolien (%),TCH Eolien (%),TCO Solaire (%),TCH Solaire (%),TCO Hydraulique (%),TCH Hydraulique (%),TCO Bioénergies (%),TCH Bioénergies (%),Column 30
11,Île-de-France,Données définitives,2024-04-16,15:00,2024-04-16T13:00:00+00:00,7766.0,0.0,0.0,72,89.0,1.0,0.0,125.0,7482.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,,0.93,49.66,1.15,27.64,0.01,5.26,1.61,38.7,
32,Hauts-de-France,Données définitives,2024-04-16,15:00,2024-04-16T13:00:00+00:00,5778.0,127.0,2849.0,2307,195.0,2.0,0.0,100.0,197.0,0.0,0.0,2307.0,0.0,2.2,5.28,49.31,52.18,39.93,37.93,3.37,35.2,0.03,50.0,1.73,49.26,
11,Île-de-France,Données définitives,2024-04-16,15:30,2024-04-16T13:30:00+00:00,7566.0,0.0,0.0,73,97.0,1.0,0.0,118.0,7274.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,,0.96,50.34,1.28,30.12,0.01,5.26,1.56,36.53,
32,Hauts-de-France,Données définitives,2024-04-16,15:30,2024-04-16T13:30:00+00:00,5712.0,128.0,2886.0,2247,186.0,2.0,0.0,101.0,152.0,0.0,0.0,2247.0,0.0,2.24,5.32,50.53,52.86,39.34,36.95,3.26,33.57,0.04,50.0,1.77,49.75,
11,Île-de-France,Données définitives,2024-04-16,16:00,2024-04-16T14:00:00+00:00,7450.0,0.0,0.0,58,85.0,1.0,0.0,112.0,7190.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,,0.78,40.0,1.14,26.4,0.01,5.26,1.5,34.67,
32,Hauts-de-France,Données définitives,2024-04-16,16:00,2024-04-16T14:00:00+00:00,5468.0,128.0,2888.0,2271,173.0,2.0,0.0,99.0,-102.0,0.0,0.0,2271.0,0.0,2.34,5.32,52.82,52.89,41.53,37.34,3.16,31.23,0.04,50.0,1.81,48.77,
11,Île-de-France,Données définitives,2024-04-16,16:30,2024-04-16T14:30:00+00:00,7436.0,0.0,0.0,79,88.0,1.0,0.0,118.0,7157.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,,1.06,54.48,1.18,27.33,0.01,5.26,1.59,36.53,
32,Hauts-de-France,Données définitives,2024-04-16,16:30,2024-04-16T14:30:00+00:00,5557.0,131.0,2842.0,2353,141.0,2.0,0.0,102.0,-10.0,0.0,0.0,2353.0,0.0,2.36,5.44,51.14,52.05,42.34,38.69,2.54,25.45,0.04,50.0,1.84,50.25,
11,Île-de-France,Données définitives,2024-04-16,17:00,2024-04-16T15:00:00+00:00,7342.0,0.0,0.0,74,75.0,1.0,0.0,119.0,7080.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,,1.01,51.03,1.02,23.29,0.01,5.26,1.62,36.84,
32,Hauts-de-France,Données définitives,2024-04-16,17:00,2024-04-16T15:00:00+00:00,5426.0,132.0,2838.0,2339,110.0,2.0,0.0,103.0,-93.0,0.0,0.0,2339.0,0.0,2.43,5.48,52.3,51.98,43.11,38.46,2.03,19.86,0.04,50.0,1.9,50.74,
11,Île-de-France,Données définitives,2024-04-16,17:30,2024-04-16T15:30:00+00:00,7306.0,0.0,0.0,75,69.0,1.0,0.0,122.0,7049.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,,1.03,51.72,0.94,21.43,0.01,5.26,1.67,37.77,
32,Hauts-de-France,Données définitives,2024-04-16,17:30,2024-04-16T15:30:00+00:00,5630.0,133.0,2842.0,2332,98.0,2.0,0.0,96.0,138.0,0.0,0.0,2332.0,0.0,2.36,5.53,50.48,52.05,41.42,38.34,1.74,17.69,0.04,50.0,1.71,47.29,
11,Île-de-France,Données définitives,2024-04-16,18:00,2024-04-16T16:00:00+00:00,7405.0,0.0,0.0,76,54.0,1.0,0.0,121.0,7157.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,,1.03,52.41,0.73,16.77,0.01,5.26,1.63,37.46,
32,Hauts-de-France,Données définitives,2024-04-16,18:00,2024-04-16T16:00:00+00:00,5572.0,127.0,2892.0,2297,85.0,2.0,0.0,102.0,68.0,0.0,0.0,2297.0,0.0,2.28,5.28,51.9,52.97,41.22,37.77,1.53,15.34,0.04,50.0,1.83,50.25,
32,Hauts-de-France,Données définitives,2024-04-16,18:30,2024-04-16T16:30:00+00:00,5696.0,126.0,2811.0,3571,87.0,2.0,0.0,102.0,-994.0,0.0,0.0,3571.0,0.0,2.21,5.23,49.35,51.48,62.69,58.71,1.53,15.7,0.04,50.0,1.79,50.25,
11,Île-de-France,Données définitives,2024-04-16,18:30,2024-04-16T16:30:00+00:00,7401.0,0.0,0.0,107,71.0,1.0,0.0,123.0,7112.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,,1.45,73.79,0.96,22.05,0.01,5.26,1.66,38.08,
32,Hauts-de-France,Données définitives,2024-04-16,19:00,2024-04-16T17:00:00+00:00,5926.0,128.0,2838.0,3690,62.0,2.0,0.0,103.0,-896.0,0.0,0.0,3690.0,0.0,2.16,5.32,47.89,51.98,62.27,60.67,1.05,11.19,0.03,50.0,1.74,50.74,
11,Île-de-France,Données définitives,2024-04-16,19:00,2024-04-16T17:00:00+00:00,7580.0,0.0,0.0,102,62.0,1.0,0.0,121.0,7300.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,,1.35,70.34,0.82,19.25,0.01,5.26,1.6,37.46,
11,Île-de-France,Données définitives,2024-04-16,19:30,2024-04-16T17:30:00+00:00,7640.0,0.0,0.0,95,40.0,1.0,0.0,121.0,7389.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,,1.24,65.52,0.52,12.42,0.01,5.26,1.58,37.46,
32,Hauts-de-France,Données définitives,2024-04-16,19:30,2024-04-16T17:30:00+00:00,5850.0,141.0,2958.0,3417,48.0,2.0,0.0,103.0,-817.0,0.0,0.0,3417.0,0.0,2.41,5.86,50.56,54.18,58.41,56.18,0.82,8.66,0.03,50.0,1.76,50.74,
32,Hauts-de-France,Données définitives,2024-04-16,20:00,2024-04-16T18:00:00+00:00,5911.0,141.0,3229.0,3259,22.0,2.0,0.0,103.0,-840.0,0.0,0.0,3259.0,0.0,2.39,5.86,54.63,59.14,55.13,53.58,0.37,3.97,0.03,50.0,1.74,50.74,
11,Île-de-France,Données définitives,2024-04-16,20:00,2024-04-16T18:00:00+00:00,7763.0,0.0,0.0,83,19.0,1.0,0.0,123.0,7543.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,,1.07,57.24,0.24,5.9,0.01,5.26,1.58,38.08,
32,Hauts-de-France,Données définitives,2024-04-16,20:30,2024-04-16T18:30:00+00:00,5760.0,141.0,3490.0,3092,7.0,2.0,0.0,104.0,-1077.0,0.0,0.0,3092.0,0.0,2.45,5.86,60.59,63.92,53.68,50.84,0.12,1.26,0.03,50.0,1.81,51.23,
11,Île-de-France,Données définitives,2024-04-16,20:30,2024-04-16T18:30:00+00:00,7786.0,0.0,0.0,70,6.0,1.0,0.0,123.0,7588.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,,0.9,48.28,0.08,1.86,0.01,5.26,1.58,38.08,
11,Île-de-France,Données définitives,2024-04-16,21:00,2024-04-16T19:00:00+00:00,7725.0,0.0,0.0,64,0.0,1.0,0.0,117.0,7544.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,,0.83,44.14,0.0,0.0,0.01,5.26,1.51,36.22,
32,Hauts-de-France,Données définitives,2024-04-16,21:00,2024-04-16T19:00:00+00:00,5770.0,137.0,3545.0,2854,0.0,2.0,0.0,104.0,-873.0,0.0,0.0,2854.0,0.0,2.37,5.69,61.44,64.93,49.46,46.93,0.0,0.0,0.03,50.0,1.8,51.23,
32,Hauts-de-France,Données définitives,2024-04-16,21:30,2024-04-16T19:30:00+00:00,5640.0,130.0,3543.0,2382,0.0,2.0,0.0,104.0,-522.0,0.0,0.0,2382.0,0.0,2.3,5.4,62.82,64.89,42.23,39.16,0.0,0.0,0.04,50.0,1.84,51.23,
11,Île-de-France,Données définitives,2024-04-16,21:30,2024-04-16T19:30:00+00:00,7626.0,0.0,0.0,62,0.0,1.0,0.0,115.0,7454.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,,0.81,42.76,0.0,0.0,0.01,5.26,1.51,35.6,
11,Île-de-France,Données définitives,2024-04-16,22:00,2024-04-16T20:00:00+00:00,7432.0,0.0,0.0,61,0.0,1.0,0.0,117.0,7260.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,,0.82,42.07,0.0,0.0,0.01,5.26,1.57,36.22,
32,Hauts-de-France,Données définitives,2024-04-16,22:00,2024-04-16T20:00:00+00:00,5612.0,130.0,3517.0,1974,0.0,2.0,0.0,102.0,-112.0,0.0,0.0,1974.0,0.0,2.32,5.4,62.67,64.41,35.17,32.46,0.0,0.0,0.04,50.0,1.82,50.25,
32,Hauts-de-France,Données définitives,2024-04-16,22:30,2024-04-16T20:30:00+00:00,5558.0,129.0,3537.0,1674,0.0,2.0,0.0,103.0,116.0,0.0,0.0,1674.0,0.0,2.32,5.36,63.64,64.78,30.12,27.52,0.0,0.0,0.04,50.0,1.85,50.74,
11,Île-de-France,Données définitives,2024-04-16,22:30,2024-04-16T20:30:00+00:00,7418.0,0.0,0.0,64,0.0,1.0,0.0,115.0,7244.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,,0.86,44.14,0.0,0.0,0.01,5.26,1.55,35.6,
32,Hauts-de-France,Données définitives,2024-04-16,23:00,2024-04-16T21:00:00+00:00,5448.0,130.0,3530.0,1390,0.0,2.0,0.0,102.0,296.0,0.0,0.0,1390.0,0.0,2.39,5.4,64.79,64.65,25.51,22.85,0.0,0.0,0.04,50.0,1.87,50.25,
11,Île-de-France,Données définitives,2024-04-16,23:00,2024-04-16T21:00:00+00:00,7595.0,0.0,0.0,52,0.0,1.0,0.0,114.0,7433.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,,0.68,35.86,0.0,0.0,0.01,5.26,1.5,35.29,
11,Île-de-France,Données définitives,2024-04-16,23:30,2024-04-16T21:30:00+00:00,7466.0,0.0,0.0,44,0.0,1.0,0.0,118.0,7303.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,,0.59,30.34,0.0,0.0,0.01,5.26,1.58,36.53,
32,Hauts-de-France,Données définitives,2024-04-16,23:30,2024-04-16T21:30:00+00:00,5437.0,130.0,3574.0,1315,0.0,2.0,0.0,101.0,315.0,0.0,0.0,1315.0,0.0,2.39,5.4,65.73,65.46,24.19,21.62,0.0,0.0,0.04,50.0,1.86,49.75,
32,Hauts-de-France,Données définitives,2024-04-17,00:00,2024-04-16T22:00:00+00:00,5688.0,126.0,3535.0,1228,0.0,2.0,0.0,102.0,696.0,0.0,0.0,1228.0,0.0,2.22,5.23,62.15,64.74,21.59,20.19,0.0,0.0,0.04,50.0,1.79,50.25,
11,Île-de-France,Données définitives,2024-04-17,00:00,2024-04-16T22:00:00+00:00,7242.0,0.0,0.0,40,0.0,1.0,0.0,120.0,7083.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,,0.55,27.59,0.0,0.0,0.01,5.26,1.66,37.15,
11,Île-de-France,Données définitives,2024-04-17,00:30,2024-04-16T22:30:00+00:00,7016.0,0.0,0.0,42,0.0,1.0,0.0,116.0,6859.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,,0.6,28.97,0.0,0.0,0.01,5.26,1.65,35.91,
32,Hauts-de-France,Données définitives,2024-04-17,00:30,2024-04-16T22:30:00+00:00,5503.0,128.0,3559.0,1135,0.0,2.0,0.0,103.0,570.0,0.0,0.0,1135.0,0.0,2.33,5.32,64.67,65.18,20.63,18.66,0.0,0.0,0.04,50.0,1.87,50.74,
32,Hauts-de-France,Données définitives,2024-04-17,01:00,2024-04-16T23:00:00+00:00,5251.0,130.0,3461.0,1079,0.0,2.0,0.0,105.0,478.0,0.0,0.0,1079.0,0.0,2.48,5.4,65.91,63.39,20.55,17.74,0.0,0.0,0.04,50.0,2.0,51.72,
11,Île-de-France,Données définitives,2024-04-17,01:00,2024-04-16T23:00:00+00:00,6609.0,0.0,0.0,51,0.0,1.0,0.0,119.0,6443.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,,0.77,35.17,0.0,0.0,0.02,5.26,1.8,36.84,
11,Île-de-France,Données définitives,2024-04-17,01:30,2024-04-16T23:30:00+00:00,6312.0,0.0,0.0,57,0.0,1.0,0.0,118.0,6139.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,,0.9,39.31,0.0,0.0,0.02,5.26,1.87,36.53,
32,Hauts-de-France,Données définitives,2024-04-17,01:30,2024-04-16T23:30:00+00:00,5247.0,129.0,3496.0,983,0.0,2.0,0.0,104.0,531.0,0.0,0.0,983.0,0.0,2.46,5.36,66.63,64.03,18.73,16.16,0.0,0.0,0.04,50.0,1.98,51.23,
11,Île-de-France,Données définitives,2024-04-17,02:00,2024-04-17T00:00:00+00:00,6109.0,0.0,0.0,53,0.0,1.0,0.0,120.0,5940.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,,0.87,36.55,0.0,0.0,0.02,5.26,1.96,37.15,
32,Hauts-de-France,Données définitives,2024-04-17,02:00,2024-04-17T00:00:00+00:00,5099.0,129.0,3514.0,931,0.0,2.0,0.0,104.0,421.0,0.0,0.0,931.0,0.0,2.53,5.36,68.92,64.36,18.26,15.31,0.0,0.0,0.04,50.0,2.04,51.23,
32,Hauts-de-France,Données définitives,2024-04-17,02:30,2024-04-17T00:30:00+00:00,5048.0,128.0,3522.0,863,0.0,2.0,0.0,104.0,428.0,0.0,0.0,863.0,0.0,2.54,5.32,69.77,64.51,17.1,14.19,0.0,0.0,0.04,50.0,2.06,51.23,
11,Île-de-France,Données définitives,2024-04-17,02:30,2024-04-17T00:30:00+00:00,6014.0,0.0,0.0,55,0.0,1.0,0.0,121.0,5842.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,,0.91,37.93,0.0,0.0,0.02,5.26,2.01,37.46,
32,Hauts-de-France,Données définitives,2024-04-17,03:00,2024-04-17T01:00:00+00:00,4961.0,125.0,3462.0,803,0.0,2.0,0.0,105.0,464.0,0.0,0.0,803.0,0.0,2.52,5.19,69.78,63.41,16.19,13.2,0.0,0.0,0.04,50.0,2.12,51.72,
11,Île-de-France,Données définitives,2024-04-17,03:00,2024-04-17T01:00:00+00:00,5843.0,0.0,0.0,55,0.0,1.0,0.0,121.0,5671.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,,0.94,37.93,0.0,0.0,0.02,5.26,2.07,37.46,
11,Île-de-France,Données définitives,2024-04-17,03:30,2024-04-17T01:30:00+00:00,5785.0,0.0,0.0,57,0.0,1.0,0.0,122.0,5609.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,,0.99,39.31,0.0,0.0,0.02,5.26,2.11,37.77,
32,Hauts-de-France,Données définitives,2024-04-17,03:30,2024-04-17T01:30:00+00:00,4936.0,127.0,3483.0,741,0.0,2.0,0.0,103.0,479.0,0.0,0.0,741.0,0.0,2.57,5.28,70.56,63.79,15.01,12.18,0.0,0.0,0.04,50.0,2.09,50.74,
11,Île-de-France,Données définitives,2024-04-17,04:00,2024-04-17T02:00:00+00:00,5749.0,0.0,0.0,48,0.0,1.0,0.0,124.0,5580.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,,0.83,33.1,0.0,0.0,0.02,5.26,2.16,38.39,
32,Hauts-de-France,Données définitives,2024-04-17,04:00,2024-04-17T02:00:00+00:00,4801.0,126.0,3475.0,785,0.0,2.0,0.0,104.0,309.0,0.0,0.0,785.0,0.0,2.62,5.23,72.38,63.64,16.35,12.91,0.0,0.0,0.04,50.0,2.17,51.23,
32,Hauts-de-France,Données définitives,2024-04-17,04:30,2024-04-17T02:30:00+00:00,4808.0,126.0,3462.0,850,0.0,2.0,0.0,104.0,263.0,0.0,0.0,850.0,0.0,2.62,5.23,72.0,63.41,17.68,13.98,0.0,0.0,0.04,50.0,2.16,51.23,
11,Île-de-France,Données définitives,2024-04-17,04:30,2024-04-17T02:30:00+00:00,5820.0,0.0,0.0,37,0.0,1.0,0.0,121.0,5666.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,0.64,25.52,0.0,0.0,0.02,5.26,2.08,37.46,
11,Île-de-France,Données définitives,2024-04-17,05:00,2024-04-17T03:00:00+00:00,5831.0,0.0,0.0,42,0.0,1.0,0.0,118.0,5674.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,,0.72,28.97,0.0,0.0,0.02,5.26,2.02,36.53,
32,Hauts-de-France,Données définitives,2024-04-17,05:00,2024-04-17T03:00:00+00:00,4853.0,126.0,3476.0,869,0.0,2.0,0.0,104.0,277.0,0.0,0.0,869.0,0.0,2.6,5.23,71.63,63.66,17.91,14.29,0.0,0.0,0.04,50.0,2.14,51.23,
11,Île-de-France,Données définitives,2024-04-17,05:30,2024-04-17T03:30:00+00:00,6121.0,0.0,0.0,42,0.0,1.0,0.0,117.0,5969.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,,0.69,28.97,0.0,0.0,0.02,5.26,1.91,36.22,
32,Hauts-de-France,Données définitives,2024-04-17,05:30,2024-04-17T03:30:00+00:00,5004.0,130.0,3502.0,955,0.0,2.0,0.0,105.0,312.0,0.0,0.0,955.0,0.0,2.6,5.4,69.98,64.14,19.08,15.7,0.0,0.0,0.04,50.0,2.1,51.72,
11,Île-de-France,Données définitives,2024-04-17,06:00,2024-04-17T04:00:00+00:00,6353.0,0.0,0.0,49,0.0,1.0,0.0,116.0,6191.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,,0.77,33.79,0.0,0.0,0.02,5.26,1.83,35.91,
32,Hauts-de-France,Données définitives,2024-04-17,06:00,2024-04-17T04:00:00+00:00,5118.0,131.0,3540.0,1027,0.0,2.0,0.0,102.0,316.0,0.0,0.0,1027.0,0.0,2.56,5.44,69.17,64.84,20.07,16.89,0.0,0.0,0.04,50.0,1.99,50.25,
11,Île-de-France,Données définitives,2024-04-17,06:30,2024-04-17T04:30:00+00:00,6721.0,0.0,0.0,45,0.0,1.0,0.0,117.0,6568.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,,0.67,31.03,0.0,0.0,0.01,5.26,1.74,36.22,
32,Hauts-de-France,Données définitives,2024-04-17,06:30,2024-04-17T04:30:00+00:00,5441.0,131.0,3466.0,1114,0.0,2.0,0.0,101.0,627.0,0.0,0.0,1114.0,0.0,2.41,5.44,63.7,63.48,20.47,18.32,0.0,0.0,0.04,50.0,1.86,49.75,
11,Île-de-France,Données définitives,2024-04-17,07:00,2024-04-17T05:00:00+00:00,6975.0,0.0,0.0,43,0.0,1.0,0.0,116.0,6819.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,,0.62,29.66,0.0,0.0,0.01,5.26,1.66,35.91,
32,Hauts-de-France,Données définitives,2024-04-17,07:00,2024-04-17T05:00:00+00:00,5571.0,129.0,3577.0,1100,0.0,2.0,0.0,103.0,658.0,0.0,0.0,1100.0,0.0,2.32,5.36,64.21,65.51,19.75,18.09,0.0,0.0,0.04,50.0,1.85,50.74,
11,Île-de-France,Données définitives,2024-04-17,07:30,2024-04-17T05:30:00+00:00,7428.0,0.0,0.0,36,2.0,1.0,0.0,115.0,7276.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,0.48,24.83,0.03,0.62,0.01,5.26,1.55,35.6,
32,Hauts-de-France,Données définitives,2024-04-17,07:30,2024-04-17T05:30:00+00:00,5824.0,130.0,3590.0,1079,5.0,2.0,0.0,101.0,917.0,0.0,0.0,1079.0,0.0,2.23,5.4,61.64,65.75,18.53,17.74,0.09,0.9,0.03,50.0,1.73,49.75,
11,Île-de-France,Données définitives,2024-04-17,08:00,2024-04-17T06:00:00+00:00,7803.0,0.0,0.0,39,11.0,1.0,0.0,114.0,7642.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,,0.5,26.9,0.14,3.42,0.01,5.26,1.46,35.29,
32,Hauts-de-France,Données définitives,2024-04-17,08:00,2024-04-17T06:00:00+00:00,6035.0,135.0,3609.0,987,23.0,2.0,0.0,102.0,1178.0,0.0,0.0,987.0,0.0,2.24,5.61,59.8,66.1,16.35,16.23,0.38,4.15,0.03,50.0,1.69,50.25,
11,Île-de-France,Données définitives,2024-04-17,08:30,2024-04-17T06:30:00+00:00,8005.0,0.0,0.0,33,27.0,1.0,0.0,113.0,7833.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,0.41,22.76,0.34,8.39,0.01,5.26,1.41,34.98,
32,Hauts-de-France,Données définitives,2024-04-17,08:30,2024-04-17T06:30:00+00:00,5962.0,138.0,3609.0,826,53.0,2.0,0.0,102.0,1227.0,0.0,0.0,826.0,0.0,2.31,5.73,60.53,66.1,13.85,13.58,0.89,9.57,0.03,50.0,1.71,50.25,
32,Hauts-de-France,Données définitives,2024-04-17,09:00,2024-04-17T07:00:00+00:00,5966.0,138.0,3609.0,702,97.0,2.0,0.0,101.0,1316.0,0.0,0.0,702.0,0.0,2.31,5.73,60.49,66.1,11.77,11.54,1.63,17.51,0.03,50.0,1.69,49.75,
11,Île-de-France,Données définitives,2024-04-17,09:00,2024-04-17T07:00:00+00:00,8171.0,0.0,0.0,20,39.0,1.0,0.0,114.0,8002.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.24,13.79,0.48,12.11,0.01,5.26,1.4,35.29,
11,Île-de-France,Données définitives,2024-04-17,09:30,2024-04-17T07:30:00+00:00,8228.0,0.0,0.0,17,68.0,1.0,0.0,121.0,8026.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,,0.21,11.72,0.83,21.12,0.01,5.26,1.47,37.46,
32,Hauts-de-France,Données définitives,2024-04-17,09:30,2024-04-17T07:30:00+00:00,6046.0,135.0,3609.0,658,156.0,2.0,0.0,101.0,1387.0,0.0,0.0,658.0,0.0,2.23,5.61,59.69,66.1,10.88,10.82,2.58,28.16,0.03,50.0,1.67,49.75,
11,Île-de-France,Données définitives,2024-04-17,10:00,2024-04-17T08:00:00+00:00,8166.0,0.0,0.0,19,102.0,1.0,0.0,114.0,7934.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,,0.23,13.1,1.25,31.68,0.01,5.26,1.4,35.29,
32,Hauts-de-France,Données définitives,2024-04-17,10:00,2024-04-17T08:00:00+00:00,6014.0,135.0,3608.0,751,201.0,2.0,0.0,96.0,1223.0,0.0,0.0,751.0,0.0,2.24,5.61,59.99,66.08,12.49,12.35,3.34,36.28,0.03,50.0,1.6,47.29,
32,Hauts-de-France,Données définitives,2024-04-17,10:30,2024-04-17T08:30:00+00:00,6002.0,132.0,3608.0,936,256.0,2.0,0.0,88.0,980.0,0.0,0.0,936.0,0.0,2.2,5.48,60.11,66.08,15.59,15.39,4.27,46.21,0.03,50.0,1.47,43.35,
11,Île-de-France,Données définitives,2024-04-17,10:30,2024-04-17T08:30:00+00:00,8148.0,0.0,0.0,33,124.0,1.0,0.0,107.0,7884.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,0.41,22.76,1.52,38.51,0.01,5.26,1.31,33.13,
11,Île-de-France,Données définitives,2024-04-17,11:00,2024-04-17T09:00:00+00:00,8103.0,0.0,0.0,31,168.0,1.0,0.0,105.0,7805.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.38,21.38,2.07,52.17,0.01,5.26,1.3,32.51,
32,Hauts-de-France,Données définitives,2024-04-17,11:00,2024-04-17T09:00:00+00:00,5912.0,130.0,3606.0,1072,291.0,2.0,0.0,92.0,721.0,0.0,0.0,1072.0,0.0,2.2,5.4,60.99,66.04,18.13,17.63,4.92,52.53,0.03,50.0,1.56,45.32,
11,Île-de-France,Données définitives,2024-04-17,11:30,2024-04-17T09:30:00+00:00,8090.0,0.0,0.0,31,199.0,1.0,0.0,108.0,7755.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.38,21.38,2.46,61.8,0.01,5.26,1.33,33.44,
32,Hauts-de-France,Données définitives,2024-04-17,11:30,2024-04-17T09:30:00+00:00,6013.0,125.0,3606.0,1158,293.0,2.0,0.0,99.0,730.0,0.0,0.0,1158.0,0.0,2.08,5.19,59.97,66.04,19.26,19.04,4.87,52.89,0.03,50.0,1.65,48.77,
32,Hauts-de-France,Données définitives,2024-04-17,12:00,2024-04-17T10:00:00+00:00,6102.0,125.0,3605.0,1259,334.0,2.0,0.0,103.0,682.0,0.0,0.0,1259.0,0.0,2.05,5.19,59.08,66.03,20.63,20.7,5.47,60.29,0.03,50.0,1.69,50.74,
11,Île-de-France,Données définitives,2024-04-17,12:00,2024-04-17T10:00:00+00:00,8101.0,0.0,0.0,31,216.0,1.0,0.0,107.0,7752.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,0.38,21.38,2.67,67.08,0.01,5.26,1.32,33.13,
11,Île-de-France,Données définitives,2024-04-17,12:30,2024-04-17T10:30:00+00:00,8205.0,0.0,0.0,25,201.0,1.0,0.0,109.0,7874.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,0.3,17.24,2.45,62.42,0.01,5.26,1.33,33.75,
32,Hauts-de-France,Données définitives,2024-04-17,12:30,2024-04-17T10:30:00+00:00,6158.0,124.0,3543.0,1688,318.0,2.0,0.0,103.0,386.0,0.0,0.0,1688.0,0.0,2.01,5.15,57.53,64.89,27.41,27.75,5.16,57.4,0.03,50.0,1.67,50.74,
11,Île-de-France,Données définitives,2024-04-17,13:00,2024-04-17T11:00:00+00:00,8203.0,0.0,0.0,23,174.0,1.0,0.0,111.0,7898.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,,0.28,15.86,2.12,54.04,0.01,5.26,1.35,34.37,
32,Hauts-de-France,Données définitives,2024-04-17,13:00,2024-04-17T11:00:00+00:00,6137.0,126.0,3552.0,1884,269.0,2.0,0.0,106.0,198.0,0.0,0.0,1884.0,0.0,2.05,5.23,57.88,65.05,30.7,30.98,4.38,48.56,0.03,50.0,1.73,52.22,
11,Île-de-France,Données définitives,2024-04-17,13:30,2024-04-17T11:30:00+00:00,8135.0,0.0,0.0,32,154.0,1.0,0.0,116.0,7838.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,,0.39,22.07,1.89,47.83,0.01,5.26,1.43,35.91,
32,Hauts-de-France,Données définitives,2024-04-17,13:30,2024-04-17T11:30:00+00:00,6167.0,124.0,3543.0,2119,279.0,2.0,0.0,106.0,-6.0,0.0,0.0,2119.0,0.0,2.01,5.15,57.45,64.89,34.36,34.84,4.52,50.36,0.03,50.0,1.72,52.22,
32,Hauts-de-France,Données définitives,2024-04-17,14:00,2024-04-17T12:00:00+00:00,5945.0,124.0,3529.0,2331,217.0,2.0,0.0,101.0,-358.0,0.0,0.0,2331.0,0.0,2.09,5.15,59.36,64.63,39.21,38.33,3.65,39.17,0.03,50.0,1.7,49.75,
11,Île-de-France,Données définitives,2024-04-17,14:00,2024-04-17T12:00:00+00:00,8011.0,0.0,0.0,39,152.0,1.0,0.0,120.0,7704.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,,0.49,26.9,1.9,47.2,0.01,5.26,1.5,37.15,
11,Île-de-France,Données définitives,2024-04-17,14:30,2024-04-17T12:30:00+00:00,7918.0,0.0,0.0,65,115.0,1.0,0.0,123.0,7617.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,,0.82,44.83,1.45,35.71,0.01,5.26,1.55,38.08,
